Customer_ID,Product_ID,Category,productEvent_Type,Interaction_Value,Timestamp,Time_Spent_Seconds
C4409,P2641,Fitness,view,1.56,2025-06-23 06:52:07.363973,5
C4409,P2641,Fitness,add_to_cart,1.0,2025-08-04 00:18:48.363973,143
C4409,P3231,Fitness,view,0.41,2025-04-17 04:12:38.364973,24
C4409,P9747,Fitness,view,2.07,2025-04-07 12:33:59.364973,76
C9763,P10810,Books,view,2.41,2026-02-03 22:38:46.366176,73
C9763,P10810,Books,add_to_cart,1.0,2025-03-21 14:47:59.366176,56
C9763,P10170,Books,view,0.52,2025-09-17 12:56:17.368171,88
C9763,P6443,Books,view,3.52,2025-09-14 20:56:09.370171,40
C9763,P5894,Fitness,view,3.2,2025-03-22 17:12:43.370171,113
C9763,P5894,Fitness,add_to_cart,1.0,2026-01-24 15:31:08.370171,122
C9763,P10520,Books,view,1.46,2025-08-21 00:55:33.371168,19
C9763,P10520,Books,add_to_cart,1.0,2025-11-23 20:31:18.371168,153
C9763,P5720,Books,view,1.84,2025-03-22 04:18:32.372175,66
C9763,P5720,Books,add_to_cart,1.0,2025-08-20 21:58:45.372175,111
C9763,P5720,Books,purchase,3605.0,2026-01-23 05:35:05.372175,357
C3203,P10280,Home Decor,view,0.72,2025-04-11 14:39:02.373169,29
C3203,P8732,Home Decor,view,2.51,2025-07-07 23:59:23.373169,46
C3203,P10472,Beauty,view,3.2,2025-08-28 15:11:19.374175,119
C3203,P10472,Beauty,add_to_cart,1.0,2025-04-06 12:01:58.374175,144
C3203,P7932,Beauty,view,2.81,2026-01-01 08:40:49.375610,40
C3203,P7909,Home Decor,view,1.22,2026-01-28 15:08:53.377672,30
C3203,P7178,Home Decor,view,4.2,2025-04-01 22:19:54.377672,97
C3203,P6047,Beauty,view,0.9,2026-01-27 19:20:58.378936,9
C3203,P3321,Electronics,view,3.02,2025-04-18 07:41:10.378936,8
C3203,P3321,Electronics,add_to_cart,1.0,2025-06-27 14:38:00.378936,124
C3203,P9680,Fashion,view,4.85,2025-11-26 06:47:22.379949,19
C3203,P9680,Fashion,add_to_cart,1.0,2025-03-16 22:21:32.379949,124
C3203,P9680,Fashion,purchase,4805.0,2025-09-10 21:13:36.379949,167
C3203,P9680,Fashion,review,1.0,2025-04-02 17:44:57.379949,75
C3238,P10174,Beauty,view,4.2,2026-02-02 05:27:21.380951,57
C3238,P4124,Beauty,view,3.01,2026-01-16 21:43:27.380951,70
C3238,P4124,Beauty,add_to_cart,1.0,2025-10-22 23:42:17.380951,94
C3238,P6891,Fashion,view,4.66,2025-08-17 13:37:23.381950,63
C3238,P6891,Fashion,add_to_cart,1.0,2025-07-02 16:47:03.381950,64
C3238,P6956,Beauty,view,3.82,2025-02-28 08:52:16.384286,96
C3238,P6956,Beauty,add_to_cart,1.0,2025-11-23 07:51:23.384286,51
C3238,P2872,Beauty,view,2.35,2025-09-30 10:43:01.385814,78
C3238,P9440,Beauty,view,4.38,2025-10-20 15:40:22.386814,113
C3238,P9825,Beauty,view,3.46,2026-01-29 16:51:12.387818,114
C3238,P6584,Beauty,view,0.15,2026-02-21 03:22:58.387818,67
C3238,P6584,Beauty,add_to_cart,1.0,2025-11-10 03:05:08.387818,164
C3238,P6584,Beauty,purchase,3893.0,2025-07-22 06:36:51.387818,336
C3238,P10413,Fitness,view,4.26,2025-09-10 12:59:02.388812,44
C3238,P10219,Beauty,view,2.36,2025-12-06 16:12:29.388812,28
C10307,P4679,Books,view,2.77,2025-08-18 14:22:54.389813,102
C10307,P4679,Books,add_to_cart,1.0,2025-08-14 00:20:53.389813,82
C10307,P4679,Books,purchase,541.0,2025-10-05 08:54:11.389813,161
C10307,P4679,Books,review,1.0,2025-10-15 16:29:06.389813,130
C10307,P5632,Books,view,0.86,2026-01-23 02:34:51.392242,8
C10307,P2660,Books,view,3.12,2025-08-26 14:12:44.395260,17
C10307,P4945,Books,view,0.46,2025-03-25 03:15:24.396277,83
C10307,P4809,Books,view,4.49,2025-04-16 09:44:56.396277,106
C10307,P5639,Books,view,0.69,2026-01-14 21:58:49.397278,28
C10307,P5639,Books,add_to_cart,1.0,2025-04-05 05:25:22.397278,34
C2018,P4799,Fashion,view,1.24,2026-01-17 07:32:20.398276,37
C2018,P4799,Fashion,add_to_cart,1.0,2026-02-22 18:40:06.398276,170
C2018,P11833,Fashion,view,3.26,2025-07-18 07:14:05.399283,48
C2018,P3187,Fashion,view,0.95,2025-06-08 23:07:28.400273,82
C2018,P3020,Fashion,view,3.31,2025-12-29 07:40:08.401275,36
C2018,P5596,Fashion,view,2.17,2025-07-14 14:02:52.402279,59
C2018,P6325,Fashion,view,1.82,2026-01-27 16:36:43.403286,100
C2018,P3739,Fashion,view,2.55,2025-05-01 02:06:03.403286,50
C8095,P5218,Home Decor,view,1.88,2025-03-12 13:42:42.404277,95
C8095,P3094,Home Decor,view,1.48,2025-04-08 04:31:24.404277,117
C8095,P4164,Books,view,3.08,2025-11-06 10:11:55.405281,101
C8095,P4164,Books,add_to_cart,1.0,2025-07-17 00:29:48.405281,89
C1279,P7559,Home Decor,view,0.73,2025-11-22 23:28:38.406275,85
C1279,P7559,Home Decor,add_to_cart,1.0,2025-06-12 01:56:51.406275,32
C1279,P6950,Beauty,view,4.79,2026-02-12 06:17:38.407284,90
C1279,P6156,Fitness,view,0.88,2025-11-08 10:00:20.409277,69
C1279,P6156,Fitness,add_to_cart,1.0,2026-01-17 09:21:14.409277,174
C1279,P6156,Fitness,purchase,1003.0,2025-04-06 08:11:41.409277,216
C1279,P6156,Fitness,review,1.0,2026-01-01 07:14:57.409277,83
C7740,P7147,Beauty,view,0.32,2025-05-10 06:57:07.410275,31
C7740,P10838,Electronics,view,1.72,2025-05-21 14:14:58.410275,90
C7740,P10838,Electronics,add_to_cart,1.0,2025-04-18 12:54:38.410275,94
C7740,P6903,Electronics,view,4.9,2026-01-15 03:48:49.411371,30
C7740,P6903,Electronics,add_to_cart,1.0,2026-01-18 17:14:22.411371,52
C7740,P7931,Electronics,view,3.37,2025-08-16 15:08:58.411371,38
C7740,P9058,Electronics,view,3.02,2025-10-09 02:23:53.412370,118
C7740,P9058,Electronics,add_to_cart,1.0,2025-11-23 21:34:49.412370,151
C7740,P7244,Electronics,view,0.61,2025-07-17 00:07:40.412370,40
C7740,P7244,Electronics,add_to_cart,1.0,2025-12-24 20:29:32.412370,89
C7740,P5132,Electronics,view,3.41,2025-10-04 00:09:03.413367,58
C7740,P5132,Electronics,add_to_cart,1.0,2025-07-06 00:49:36.413367,161
C7740,P11077,Electronics,view,3.79,2025-10-06 04:03:13.413367,77
C7740,P4348,Electronics,view,2.94,2025-08-31 21:06:09.414371,119
C6601,P5859,Fashion,view,2.3,2025-04-25 08:39:49.414371,22
C6601,P7581,Books,view,2.72,2025-02-28 20:18:12.416375,21
C6601,P7687,Fashion,view,2.99,2025-05-15 19:03:37.418372,106
C6601,P9760,Fashion,view,2.2,2026-01-11 14:40:17.419377,53
C6601,P7916,Fitness,view,1.08,2026-02-25 02:49:11.420374,114
C6601,P10336,Fitness,view,2.07,2025-10-16 13:27:21.421367,32
C6601,P4772,Fitness,view,4.22,2026-02-24 05:58:01.421367,93
C6601,P4772,Fitness,add_to_cart,1.0,2025-08-16 16:28:06.421367,54
C6395,P10875,Fashion,view,4.14,2025-05-04 10:30:37.422377,42
C6395,P10875,Fashion,add_to_cart,1.0,2025-08-14 16:42:09.422377,115
C6395,P10875,Fashion,purchase,2850.0,2025-05-02 17:38:11.422377,326
C6395,P11928,Electronics,view,0.45,2025-07-22 17:28:44.422377,65
C6395,P2937,Beauty,view,4.77,2025-07-25 21:39:44.423367,24
C6395,P9475,Beauty,view,0.17,2025-11-20 16:53:53.424379,42
C6395,P4398,Beauty,view,1.59,2026-02-11 08:32:56.425370,33
C6395,P4398,Beauty,add_to_cart,1.0,2025-06-25 19:44:49.425370,67
C6395,P8525,Fitness,view,2.01,2025-12-15 18:49:04.426367,34
C10842,P7868,Fitness,view,0.2,2025-09-04 12:34:15.426367,104
C10842,P5990,Home Decor,view,3.8,2025-06-19 10:48:58.427375,62
C10842,P10214,Home Decor,view,4.46,2025-12-14 06:05:04.428385,111
C10842,P6468,Home Decor,view,3.92,2025-03-04 18:28:43.428385,88
C10842,P6468,Home Decor,add_to_cart,1.0,2025-10-08 06:20:48.428385,51
C10842,P8381,Home Decor,view,4.2,2026-02-25 12:03:07.429375,16
C10842,P10590,Home Decor,view,1.87,2025-05-14 20:07:02.429375,26
C10842,P3636,Home Decor,view,1.84,2025-03-04 15:12:59.430369,38
C10842,P3636,Home Decor,add_to_cart,1.0,2026-02-02 23:41:40.430369,145
C10842,P5482,Home Decor,view,2.57,2025-08-15 12:14:34.430369,14
C9707,P6097,Beauty,view,1.57,2025-04-23 11:56:41.431367,14
C9707,P6939,Beauty,view,3.23,2025-10-30 07:11:37.431367,87
C9707,P6939,Beauty,add_to_cart,1.0,2025-07-27 19:04:31.431367,102
C9707,P4678,Beauty,view,4.58,2025-11-28 09:27:19.432377,8
C9707,P2481,Fashion,view,0.72,2025-04-10 12:15:21.433373,49
C9707,P9689,Beauty,view,4.78,2026-02-04 19:35:49.434372,104
C9707,P10408,Fashion,view,1.54,2026-02-24 13:51:41.435377,96
C9707,P3341,Beauty,view,1.83,2025-09-20 00:35:56.435377,23
C9707,P3534,Fashion,view,2.21,2025-05-20 21:30:16.436372,55
C9707,P3705,Beauty,view,2.46,2025-08-18 03:08:52.436372,9
C9707,P11666,Beauty,view,2.93,2025-07-13 12:31:46.437369,89
C9707,P11666,Beauty,add_to_cart,1.0,2025-12-20 17:04:03.437369,66
C9707,P11666,Beauty,purchase,3898.0,2025-04-16 20:47:11.437369,393
C9707,P11666,Beauty,review,1.0,2026-01-26 08:42:34.437369,117
C2650,P4157,Electronics,view,0.42,2025-08-10 20:12:29.438374,14
C2650,P2052,Electronics,view,3.04,2025-06-27 20:26:21.438374,44
C2650,P3793,Electronics,view,3.99,2025-04-05 20:40:50.439368,120
C2650,P2762,Electronics,view,0.8,2025-04-24 18:20:56.439368,40
C2650,P8862,Fashion,view,1.45,2025-08-02 21:21:29.440373,81
C2650,P8702,Electronics,view,1.68,2025-04-21 04:27:44.442369,56
C2650,P10116,Electronics,view,1.42,2025-11-19 17:05:26.442369,20
C2650,P10116,Electronics,add_to_cart,1.0,2025-08-11 16:58:36.442369,72
C2650,P4459,Beauty,view,1.5,2025-09-09 10:49:11.443375,120
C2650,P4459,Beauty,add_to_cart,1.0,2026-02-10 20:57:16.443375,43
C10237,P6102,Beauty,view,0.16,2025-11-12 00:54:06.444371,34
C10237,P6102,Beauty,add_to_cart,1.0,2025-11-04 13:16:53.444371,85
C10237,P6102,Beauty,purchase,3246.0,2026-02-15 16:08:31.444371,393
C10237,P3534,Fashion,view,2.68,2025-07-22 00:16:52.444371,50
C10237,P7075,Fashion,view,2.02,2025-05-13 04:50:16.445374,17
C10237,P9205,Fashion,view,0.73,2025-08-29 13:04:44.445374,23
C10237,P3398,Fashion,view,1.69,2025-12-05 05:02:16.446369,33
C10237,P4750,Books,view,2.78,2026-01-06 01:29:53.446369,104
C10237,P4750,Books,add_to_cart,1.0,2026-01-25 14:14:46.446369,22
C10237,P3114,Fashion,view,1.85,2025-05-06 14:25:20.447367,13
C10237,P3114,Fashion,add_to_cart,1.0,2026-01-13 13:47:11.447367,180
C10237,P9222,Fashion,view,4.03,2025-03-11 10:53:03.447367,87
C10237,P7815,Fashion,view,2.63,2025-10-14 14:24:55.448372,61
C10237,P5579,Fashion,view,4.09,2026-01-06 03:30:06.448372,72
C10237,P5579,Fashion,add_to_cart,1.0,2025-12-27 19:15:47.448372,149
C10081,P11104,Electronics,view,2.85,2025-09-18 17:03:38.449381,106
C10081,P11932,Fashion,view,2.49,2025-03-08 08:27:47.451374,14
C10081,P9419,Electronics,view,1.08,2025-05-06 23:49:29.452380,12
C10081,P9419,Electronics,add_to_cart,1.0,2025-07-30 05:39:17.452380,55
C10081,P11412,Books,view,3.48,2025-05-02 16:50:07.452380,44
C10081,P4884,Home Decor,view,2.99,2026-02-02 11:50:45.453376,16
C10081,P9914,Electronics,view,1.99,2026-02-06 06:44:33.454372,33
C10081,P11706,Electronics,view,4.76,2025-03-29 00:37:44.454372,35
C2993,P2628,Fitness,view,3.22,2025-03-19 21:44:29.455368,119
C2993,P7366,Books,view,1.67,2025-07-06 04:37:58.456367,114
C2993,P7113,Books,view,3.54,2026-01-16 10:03:04.456367,12
C2993,P7113,Books,add_to_cart,1.0,2025-12-13 20:17:12.456367,88
C2993,P4403,Books,view,0.95,2026-01-06 21:52:33.457372,95
C2993,P5113,Books,view,0.16,2025-05-16 12:38:22.458376,35
C2993,P4356,Fitness,view,2.23,2025-11-30 08:41:37.458376,32
C2993,P2484,Books,view,4.03,2025-05-31 20:00:57.459380,17
C5686,P10560,Books,view,4.61,2025-06-25 05:25:05.460374,69
C5686,P4592,Books,view,3.75,2025-10-24 15:58:05.461371,100
C5686,P4734,Books,view,0.89,2025-12-18 12:30:47.462383,120
C5686,P4734,Books,add_to_cart,1.0,2025-06-29 07:41:50.462383,65
C5686,P4734,Books,purchase,2260.0,2025-06-06 00:59:31.462383,357
C5686,P4734,Books,review,5.0,2026-02-21 19:57:06.462383,206
C5686,P6309,Books,view,4.23,2025-07-05 07:37:56.462383,50
C5686,P2135,Books,view,0.56,2025-04-22 21:50:08.463366,49
C5686,P10448,Books,view,3.62,2025-12-14 01:06:38.463366,102
C5686,P10448,Books,add_to_cart,1.0,2025-04-06 05:34:46.463366,75
C5686,P3794,Books,view,4.88,2025-04-21 14:06:17.464366,103
